duration,speed,slope,n,top_box_x,top_box_z,random,seed,max_iterations,use_powell,ankle_k,ankle_d,cost,time_taken
1.0,3.0,40,100,0.0025,0.0025,True,0,100,False,4.975078085697079,3.0438701663248446,0.06478449991321435,522.7872285639987
1.0,3.0,40,100,0.0025,0.0025,True,0,100,False,31.545373778790246,3.9725709641352047,0.10126122403975346,306.501834556002
1.0,3.0,40,100,0.0025,0.0025,True,0,100,False,103.74999999999996,14.249999999999986,0.187969316106764,315.45124812299764
1.0,5.0,30,100,0.0025,0.0025,True,0,100,False,4.9661865234375,1.0602172851562508,0.037003956169487394,1017.1809358760001
1.0,5.0,30,100,0.0025,0.0025,True,0,100,False,23.808561563674395,5.267570376482761,0.09420714478168572,356.59196921200055
1.0,5.0,30,100,0.0025,0.0025,True,0,100,False,78.75019510276616,17.906321389367804,0.1294678145475576,204.05077603000245
