duration,speed,slope,n,top_box_x,top_box_z,random,seed,max_iterations,use_powell,ankle_k,ankle_d,cost,time_taken
1.0,3.0,40,100,0.0025,0.0025,True,0,100,False,5.758911138625653,0.09134517820517606,0.9538631573535956,1002.6935893219998
1.0,3.0,40,100,0.0025,0.0025,True,0,100,False,26.8939308245976,5.373206552350169,0.29140378398349226,680.8692610899998
1.0,3.0,40,100,0.0025,0.0025,True,0,100,False,99.68742899596687,15.046890009194616,0.2766619220037423,703.4414739210006
1.0,5.0,30,100,0.0025,0.0025,True,0,100,False,2.152734832729635,4.334361022058077,0.020243176101036563,1607.4349255899979
1.0,5.0,30,100,0.0025,0.0025,True,0,100,False,26.28878116607666,5.152253627777098,0.3386957196949018,557.8599192809997
1.0,5.0,30,100,0.0025,0.0025,True,0,100,False,104.39527511596683,15.464170932769779,0.1697899783273036,614.8330956120008
